"","x"
"2888","七夕女友一早就吵着要礼物：“老公人家想要跑车啦~我听说兰博基尼油门可爽了，从0飙到100只要3秒！”我摇头。“那…那法拉利也行！启动到100只要5秒！”我笑着搂着她说：“你说的这些都太次。要买我就给你买最好的，买从0飙到100最快的！”我说到做到，就送了她一个体重秤。"
"2889","七夕，她更新了状态：“今天收到了几百束花，好开心埃”看着一条条朋友们羡慕和吹捧的评论，她忽然觉得做个公司前台也挺好的。"
"2890","这样的天气坐在漆黑没有电的房间里，摸着身下的草席，忽然明白了小笼包的心情。"
"2891","每天都是在40℃以上，还要出去跑业务，真的是烧烤事业发展迅速呀，现在都发展到每家每户了。"
"2892","一男子三轮车载老婆出门办事，刚出胡同口被一轿车撞飞，男人飞出去好几米，马上一下子站起来了，媳妇一看急了问：“都撞飞那么远还能站起来？”男人一脸无奈：“烫。。。”"
"2893","和朋友打电话聊天。朋友说：“现在每天加班到八点多。”我疑惑道：“老板给你那点工资你还给他加班？”朋友说：“你傻呀！回家开空调不用交电费啊？”"
"2894","七夕快到了，单身的朋友们，赶紧去超市，悄悄往每盒巧克力里塞张纸条：“我们分手吧！；”"
"2895","听说，人生最辉煌的一断时间是高考前6个月，这时你上知天体运行原理，下知有机无机反应，前有椭圆双曲线，后有杂交生物圈，外可说英语，内可修古文，求得了数列，说得了马哲，溯源中华上下五千年，延推赤州陆海百千万，既知音乐美术计算机，兼修武术民俗老虎钳，现在呢，除了玩手机，废人一个。"
"2896","留过长发的都知道，头发要长不长那会是最难看的，很多人就在这时候放弃了，剪成了短发，可是你不知道，你只要再坚持一会，你就会发现，其实你留长发一样很难看。"
"2897","你若军训、便是晴天；你若放假、便是雨天；你若发奋做作业、便是开学前一天。。"
"2898","这位跳水运动员的动作难度很大，他做了一个转体三周接前空翻三周半接后空翻一个月。"
"2899","从前有个人长得像洋葱。走着走着，周围的人都哭了！"
"2900","指南针在路上边走边哭！路人感到很奇怪，便问它为什么哭？！指南针伤心的说：“我怎么找不着北啊？”"
"2901","一个山楂结婚了在路上走，走着走着突然说，我的脸好红啊！一个山楂离婚了在路上走，走着走着突然说，我的心好酸啊！一个山楂复婚了在路上走，走着走着突然说，我的肚子里有子了啊！"
"2902","姐妹们有没有一样的感受，在家玩手机时老妈说你一天到晚玩手机，上网时老妈说你一天到晚上网，可是我们看书时老妈就当做没看到我们在看书。"
"2903","昨天有人送了件衣服给我，我发现标签上写着“Made In yidali”。。当时我就释怀了。。"
"2904","我希望有一天能用鼠标双击我的钱包，选中一张百元大钞，按下“ctrl+c”，接着不停地“ctrl+v”。"
"2905","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2906","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2907","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2908","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2909","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2910","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2911","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2912","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2913","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2914","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2915","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2916","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2917","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2918","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2919","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2920","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2921","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2922","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2923","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2924","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2925","看到“厦门13岁的初中女生小花去医院打胎”这个消息后我十分震惊，00年出生的人居然还叫小花这么土的名字。"
"2926","手机新用途：适用人群为“年轻女性”，用法：“手机调至振动,轮流放入左右上衣口袋，拨打数遍。”十日见效 ，丰乳没商量！"
"2927","人长的太丑了，没办法。。。发个图都过不了申核。"
"2928","皇上：“小李子，用一个字来形容朕！”小李子：“渣！”皇上：“给我拉出去砍了！”"
"2929","男人节是8月3日。而妇女节是3月8日。那么他们相加就是11月11日。相减就是4月5日。于是光棍节和清明节就这么诞生了。"
"2930","纳尼的意思是老和尚和老尼姑，看“老衲”收了你，方丈你就从了“贫尼”吧"
"2931","瞎子看到了傻子偷乞丐的钱包，哑巴大叫一声，跎子挺身而出，瘸子飞起一脚，疯子说大家理智点，麻子说“看到我的面子上算了吧”？！"
"2932","今天去书店，买了一本《老子》和一本《道德经》，但买回来后总觉得那里不对埃"
"2933","“好久不看火影了，不知道柯南当上海贼王了没。”“当上了，还用七颗龙珠拯救了世界，后来回到羊村继续当村长，最后跟白雪公主生了七个葫芦娃”"
"2934","美国超市的蔬菜、水果、奶制品的价格都比中国超市便宜，这是为什么呢？神回复：你以为那么多化学添加剂不要钱么？！"
"2935","如果一个人，哪都不想去，哪都不爱去，谁也不想和谁玩，看谁都烦……他不是生病了，就是没钱了！"
"2936","南方人：“你们北方人太脏了，几天都不洗一次澡”北方人：“你们南方人才脏呢，天天都要洗澡”"
"2937","我要改善生活，我不吃挂面，我要吃方便面。"
"2938","年轻的时候千万不要因为没钱而绝望，因为你要知道。。。你以后没钱的日子还很多。"
"2939","“我的音乐梦想是让所有人听到我的声音都会回头。”后来她录制了一首红遍中国大江南北的单曲《倒车，请注意》"
"2940","院长吃了麻婆豆腐以后，当场被麻婆砍了二十多刀。"
"2941","孩子睡觉老踢被子幸亏被我打断了腿，不然就感冒了！"
"2942","练成铁头功的大师兄刚下山，就被一个有电磁吸盘的大吊车吸走了。。。"
"2943","“我和你妈同时落水，你先救哪个？”“我和你爸都喝高了，你扶谁？”"
"2944","空调只要是同品牌的遥控板都能通用。我刚刚把我家的空调遥控板拿出去，在街上逛了一圈，把那些开空调都给他关了。。。"
"2945","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2946","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2947","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2948","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2949","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2950","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2951","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2952","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2953","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
"2954","“我要抱孙子了！”“恭喜啊！”然后哥们就抱了我一下！卧槽，好贱的新技能！"
